Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Age_Group,Total_Spending,Children
1988,2n Cycle,Married,16248.0,2014-05-10,77,12,11,10,3.0,12,9.0,3,2,1,3,6,0,0,0,0,0,0,0,27,<30,57,1
1946,Master,Married,66835.0,2013-09-28,21,620,26,195,34.0,17,126.5,1,6,4,13,2,0,0,0,0,0,0,0,69,60+,1033,0
1984,Master,Married,30477.0,2014-01-22,16,47,1,6,0.0,0,12.0,1,1,1,3,6,0,0,0,0,0,0,0,31,30–39,66,1
1961,Basic,Married,28249.0,2014-06-15,80,1,9,7,2.0,14,10.0,1,2,0,3,6,0,0,0,0,0,0,0,54,50–59,43,0
1983,Graduation,Married,25271.0,2012-12-05,45,10,1,18,10.0,4,7.0,1,1,1,2,9,0,0,0,0,0,0,0,32,30–39,50,1
1970,PhD,Single,32303.0,2014-03-08,63,35,0,2,0.0,0,2.0,2,1,0,4,5,0,0,0,0,0,0,0,45,40–49,39,1
1966,Graduation,Married,61286.0,2013-08-02,34,356,0,107,19.0,9,117.0,2,7,1,8,5,0,0,0,0,0,0,0,49,40–49,608,1
1976,Graduation,Married,74068.0,2013-03-19,14,783,30,537,120.5,76,15.0,1,4,10,9,2,0,0,0,0,0,0,0,39,30–39,1581,0
1964,PhD,Married,45759.0,2013-02-23,13,42,1,18,3.0,0,4.0,2,2,0,3,7,0,0,0,0,0,0,0,51,50–59,68,2
1978,Basic,Together,24882.0,2012-09-09,52,1,4,10,29.0,0,36.0,1,1,1,2,6,1,0,0,0,0,0,0,37,30–39,80,1
1989,PhD,Together,66973.0,2013-05-17,98,466,22,432,120.5,81,102.0,1,8,7,12,3,0,0,0,0,0,0,0,26,<30,1282,0
1900,2n Cycle,Divorced,36640.0,2013-09-26,99,15,6,8,7.0,4,25.0,1,2,1,2,5,0,0,0,0,0,1,0,115,60+,65,1
1988,Graduation,Married,38872.0,2013-05-30,93,23,3,21,3.0,19,22.0,2,3,0,3,8,0,0,0,0,0,0,0,27,<30,91,1
1973,Graduation,Married,51148.0,2013-02-18,38,235,6,45,8.0,9,12.0,4,5,1,6,6,0,0,0,0,0,0,0,42,40–49,315,2
1977,Graduation,Married,31353.0,2013-12-29,24,10,0,10,3.0,1,7.0,2,1,1,2,8,0,0,0,0,0,0,0,38,30–39,31,2
1980,Master,Married,69661.0,2014-05-13,80,656,16,106,32.0,16,8.0,1,7,3,12,3,0,0,0,0,0,0,0,35,30–39,834,0
1954,Graduation,Married,80067.0,2013-09-19,82,519,17,556,27.0,81,51.0,1,4,6,6,2,0,0,1,0,0,0,0,61,60+,1600,0
1954,Graduation,Married,86718.0,2013-01-17,20,344,81,482,50.0,33,126.5,1,5,6,5,2,0,0,0,0,0,0,0,61,60+,1270,0
1973,PhD,Single,46854.0,2014-03-31,81,96,1,79,7.0,1,79.0,6,5,1,3,8,1,0,0,0,0,0,1,42,40–49,263,2
1952,Graduation,Divorced,69142.0,2014-06-29,50,448,4,34,6.0,4,39.0,3,8,1,7,5,0,1,0,0,0,0,0,63,60+,535,1
1968,Graduation,Single,75922.0,2013-12-09,60,265,81,553,120.5,23,92.0,1,4,4,9,1,0,0,0,0,0,0,0,47,40–49,1295,0
1978,Graduation,Divorced,63693.0,2013-10-14,63,587,43,337,42.0,81,54.0,3,11,6,9,6,0,0,0,0,0,0,0,37,30–39,1150,1
1977,PhD,Together,102160.0,2012-11-02,54,763,29,138,76.0,81,58.0,0,7,9,10,4,0,1,1,1,0,0,1,38,30–39,1240,0
1965,PhD,Single,40637.0,2013-07-17,72,22,0,13,0.0,0,3.0,2,1,0,3,7,0,0,0,0,0,0,0,50,50–59,38,2
1984,Master,Single,18890.0,2012-11-10,5,6,4,1,7.0,2,15.0,1,0,1,2,6,1,0,0,0,0,0,1,31,30–39,35,0
1988,Graduation,Together,29604.0,2013-12-08,88,7,6,13,7.0,6,14.0,1,1,0,3,9,1,0,0,0,0,0,0,27,<30,53,1
1963,Master,Divorced,48721.0,2013-05-13,50,81,18,113,47.0,13,21.0,6,4,2,5,6,0,0,0,0,0,0,0,52,50–59,293,2
1966,Graduation,Married,44794.0,2014-06-08,99,54,0,7,0.0,0,4.0,1,2,0,3,6,0,0,0,0,0,0,0,49,40–49,65,1
1954,Graduation,Divorced,64497.0,2012-09-10,17,1170,48,320,42.0,32,126.5,5,11,4,9,8,1,0,0,0,0,0,1,61,60+,1804,1
1956,Graduation,Together,46097.0,2013-03-31,11,72,24,68,65.0,4,8.0,5,3,1,6,4,0,0,0,0,0,0,0,59,50–59,241,1
1954,Graduation,Together,77972.0,2014-03-18,18,613,22,319,33.0,81,12.0,1,4,6,9,1,0,0,0,0,0,0,0,61,60+,1101,0
1968,PhD,Married,44377.0,2012-10-05,70,224,0,30,0.0,0,10.0,8,5,1,5,8,0,0,0,0,0,0,0,47,40–49,264,2
1974,Master,Together,46014.0,2013-01-21,21,410,0,59,19.0,9,44.0,10,7,1,8,7,0,0,0,0,0,0,0,41,40–49,541,2
1985,Graduation,Married,70951.0,2013-05-04,66,239,10,554,120.5,81,54.0,1,3,4,9,1,0,0,0,0,0,0,0,30,30–39,1198,0
1977,Graduation,Married,41443.0,2014-04-01,79,171,7,171,25.0,19,89.0,6,8,1,5,8,0,0,0,0,0,0,0,38,30–39,482,1
1978,2n Cycle,Single,52195.0,2014-05-12,2,12,0,4,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,37,30–39,17,3
1948,Master,Married,83790.0,2013-11-15,81,1076,16,417,42.0,48,16.0,1,8,10,6,3,0,1,1,0,0,0,0,67,60+,1615,0
1954,Master,Widow,44551.0,2013-08-31,24,182,4,33,0.0,0,66.0,2,4,1,5,7,0,0,0,0,0,0,0,61,60+,285,1
1980,Graduation,Together,69508.0,2012-11-14,48,824,32,162,42.0,32,43.0,2,11,4,11,6,0,0,0,0,0,0,0,35,30–39,1135,1
1988,2n Cycle,Together,45204.0,2014-04-11,93,30,11,25,29.0,1,18.0,1,1,1,4,3,0,0,0,0,0,0,0,27,<30,114,1
1969,Graduation,Married,72460.0,2013-11-14,56,377,10,540,80.0,30,10.0,1,3,5,7,1,0,0,0,0,0,0,0,46,40–49,1047,0
1970,PhD,Together,77622.0,2014-04-14,3,520,7,154,19.0,0,14.0,2,6,3,11,3,0,0,0,0,0,0,0,45,40–49,714,2
1980,PhD,Married,30732.0,2013-01-05,44,155,1,25,0.0,1,3.0,4,4,1,4,8,0,0,0,0,0,0,0,35,30–39,185,1
1962,Graduation,Divorced,63887.0,2012-09-08,38,897,23,207,15.0,11,92.0,5,9,6,12,6,0,0,0,0,0,0,0,53,50–59,1245,1
1978,Graduation,Together,42011.0,2013-03-26,46,131,0,16,2.0,1,39.0,4,3,1,4,8,0,0,0,0,0,0,0,37,30–39,189,1
1976,Graduation,Together,51369.0,2012-10-25,84,297,7,79,0.0,11,126.5,2,8,2,4,8,0,0,0,0,0,0,0,39,30–39,576,1
1952,Graduation,Divorced,51537.0,2012-12-09,27,787,20,204,0.0,0,92.0,3,2,2,11,8,0,0,0,0,0,0,0,63,60+,1103,1
1972,PhD,Married,79930.0,2012-08-08,72,792,81,556,67.0,51,17.0,1,3,5,8,2,0,0,0,0,0,0,0,43,40–49,1753,0
1986,PhD,Together,34320.0,2014-02-16,66,4,1,9,3.0,0,0.0,1,1,0,2,8,0,0,0,0,0,0,0,29,<30,17,1
1966,Graduation,Single,37070.0,2013-03-20,30,231,7,137,4.0,15,39.0,9,5,1,8,7,0,0,0,0,0,0,1,49,40–49,433,2
1962,2n Cycle,Divorced,81975.0,2013-01-05,2,983,76,184,120.5,81,27.0,1,6,3,4,7,0,0,1,0,0,0,0,53,50–59,1588,1
1971,Graduation,Together,38590.0,2013-05-15,65,3,1,8,4.0,3,3.0,1,1,0,2,8,0,0,0,0,0,0,0,44,40–49,22,1
1951,Graduation,Single,15033.0,2014-04-16,37,0,4,5,6.0,0,4.0,1,1,0,3,3,0,0,0,0,0,0,0,64,60+,19,0
1965,PhD,Married,62745.0,2013-03-23,89,562,21,464,28.0,10,32.0,3,7,8,11,5,0,0,0,0,0,0,0,50,50–59,1117,1
1975,2n Cycle,Married,22212.0,2013-12-09,49,5,9,20,6.0,8,21.0,2,2,0,4,6,0,0,0,0,0,0,0,40,40–49,69,1
1982,Master,Together,23661.0,2013-12-04,46,18,0,4,0.0,0,1.0,1,1,0,3,7,0,0,0,0,0,0,0,33,30–39,23,1
1958,PhD,Single,79761.0,2013-10-04,32,415,5,124,15.0,35,11.0,1,5,2,11,3,0,0,0,0,0,0,0,57,50–59,605,1
1973,Graduation,Single,7500.0,2013-12-26,54,5,3,10,12.0,7,20.0,4,3,1,3,7,0,0,0,0,0,0,0,42,40–49,57,1
1968,Graduation,Widow,73455.0,2013-10-28,98,901,61,556,120.5,81,20.0,1,6,5,10,3,0,1,0,0,0,0,0,47,40–49,2088,0
1958,Graduation,Together,64961.0,2012-12-23,97,382,81,276,75.0,81,38.0,2,6,4,4,3,0,0,0,0,0,0,0,57,50–59,1009,1
1971,Graduation,Single,22804.0,2013-07-31,75,14,1,7,2.0,1,1.0,1,2,0,2,9,0,0,0,0,0,0,0,44,40–49,26,1
1990,Graduation,Married,73687.0,2013-11-28,8,559,81,503,120.5,13,126.5,1,3,9,9,2,0,0,0,1,0,0,1,25,<30,1627,0
1958,Graduation,Married,61074.0,2012-08-17,37,789,0,133,0.0,28,126.5,7,11,5,8,7,0,0,0,0,0,0,0,57,50–59,1102,1
1964,PhD,Married,31686.0,2014-06-05,31,11,0,5,0.0,0,1.0,2,1,0,3,6,0,0,0,0,0,0,0,51,50–59,17,2
1972,Graduation,Married,80134.0,2013-05-20,40,1218,16,272,104.0,0,80.0,2,5,3,6,6,0,1,1,1,0,0,1,43,40–49,1690,1
1953,Graduation,Married,75027.0,2013-01-09,74,925,64,179,120.5,12,77.0,2,9,4,6,5,0,0,0,0,0,0,0,62,60+,1390,1
1988,PhD,Married,67546.0,2012-08-31,90,864,81,556,120.5,38,126.5,1,4,10,5,3,0,0,0,0,0,0,0,27,<30,2126,0
1969,Master,Together,65176.0,2012-10-29,57,960,28,183,120.5,70,70.0,4,9,6,6,6,0,0,0,0,0,0,0,46,40–49,1531,1
1975,Master,Single,31160.0,2013-09-16,59,16,3,25,6.0,1,13.0,2,2,0,3,8,0,0,0,0,0,0,0,40,40–49,64,1
1985,Graduation,Single,29938.0,2013-10-27,52,3,3,7,0.0,2,11.0,2,1,0,3,6,0,0,0,0,0,0,0,30,30–39,26,1
1974,Graduation,Divorced,102692.0,2013-04-05,5,168,81,444,32.0,81,126.5,1,6,9,13,2,0,1,1,1,1,0,1,41,40–49,1112,0
1958,2n Cycle,Together,26490.0,2012-09-22,92,45,47,52,21.0,20,25.0,2,3,1,5,6,0,0,0,0,0,0,0,57,50–59,210,0
1967,Graduation,Together,75702.0,2012-08-29,77,650,28,353,45.0,42,30.0,5,4,6,11,8,0,0,0,0,0,0,0,48,40–49,1148,2
1974,PhD,Single,30899.0,2012-10-13,35,24,0,8,0.0,0,1.0,2,1,0,3,6,0,0,0,0,0,0,0,41,40–49,33,1
1961,PhD,Together,63342.0,2012-10-16,48,918,21,118,13.0,10,21.0,3,8,3,5,6,0,1,0,0,0,0,0,54,50–59,1101,1
1964,Graduation,Single,45989.0,2012-10-22,97,138,33,87,28.0,24,12.0,4,3,2,7,3,0,0,0,0,0,0,0,51,50–59,322,1
1964,Graduation,Single,18701.0,2013-06-04,95,12,4,2,10.0,6,10.0,4,2,0,4,5,0,0,0,0,0,0,0,51,50–59,44,2
1957,PhD,Single,40737.0,2013-12-08,24,11,0,4,0.0,0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,58,50–59,17,3
1979,Graduation,Divorced,15287.0,2012-10-10,60,1,2,8,4.0,3,13.0,2,1,1,2,7,1,0,0,0,0,0,1,36,30–39,31,1
1968,PhD,Divorced,69674.0,2013-05-22,46,554,41,215,11.0,0,24.0,3,10,2,10,5,0,0,0,0,0,0,0,47,40–49,845,2
1970,Master,Married,44159.0,2014-06-17,85,167,2,62,24.0,13,7.0,4,4,1,6,5,0,0,0,0,0,0,0,45,40–49,275,1
1978,PhD,Married,37717.0,2012-11-23,31,9,0,6,4.0,1,5.0,1,1,0,2,9,0,0,0,0,0,0,0,37,30–39,25,1
1952,Master,Together,43776.0,2013-02-03,9,177,2,71,3.0,2,20.0,6,5,2,4,8,0,0,0,0,0,0,1,63,60+,275,2
1966,Master,Married,38179.0,2013-03-14,30,38,4,22,4.0,2,20.0,4,3,1,3,7,0,0,0,0,0,0,0,49,40–49,90,2
1963,Graduation,Married,80124.0,2014-06-26,47,483,81,398,120.5,81,126.5,1,3,7,8,1,1,0,0,0,0,0,0,52,50–59,1495,0
1970,PhD,Married,38097.0,2012-10-15,70,77,2,35,0.0,1,69.0,4,3,2,2,7,1,0,0,0,0,0,1,45,40–49,184,2
1970,Graduation,Married,72940.0,2013-06-19,13,182,74,298,120.5,81,116.0,1,3,3,6,1,0,0,0,0,0,0,0,45,40–49,981,0
1970,Graduation,Together,22070.0,2013-10-04,11,10,7,19,8.0,2,21.0,2,2,2,2,6,0,0,0,0,0,0,0,45,40–49,67,1
1953,Graduation,Single,69267.0,2012-09-22,31,778,44,499,95.0,73,126.5,2,3,4,5,7,0,0,0,0,0,0,1,62,60+,1635,0
1983,Master,Single,31788.0,2014-03-20,15,16,7,23,0.0,8,6.0,3,3,0,4,5,0,0,0,0,0,1,0,32,30–39,60,1
1975,PhD,Together,61905.0,2014-02-04,2,167,0,43,6.0,2,13.0,2,4,2,4,5,0,0,0,0,0,0,0,40,40–49,231,1
1960,Graduation,Married,29315.0,2014-04-06,55,13,2,14,8.0,7,4.0,4,2,0,4,6,0,0,0,0,0,0,0,55,50–59,48,2
1963,Graduation,Divorced,33378.0,2013-02-06,38,33,6,40,3.0,7,10.0,3,2,0,4,7,0,0,0,0,0,0,0,52,50–59,99,2
1963,PhD,Together,66313.0,2013-09-16,86,625,7,99,10.0,22,7.0,2,6,3,12,4,0,0,0,0,0,0,0,52,50–59,770,1
1956,Graduation,Single,60714.0,2013-01-17,56,216,81,224,101.0,81,126.5,2,7,4,10,5,0,0,0,0,0,0,1,59,50–59,957,0
1981,Master,Together,77882.0,2014-04-30,29,68,81,396,120.5,22,15.0,1,3,3,5,1,0,0,0,0,0,0,0,34,30–39,818,0
1986,PhD,Single,69867.0,2013-04-02,30,196,0,512,33.0,81,54.0,1,3,5,8,1,0,0,0,1,0,0,1,29,<30,925,0
1968,Master,Divorced,63841.0,2013-04-21,64,635,15,100,20.0,7,126.5,1,9,3,9,6,0,0,0,0,0,0,0,47,40–49,908,1
1981,Basic,Married,24480.0,2013-02-11,46,4,19,9,28.0,25,17.0,3,3,0,4,7,0,0,0,0,0,0,0,34,30–39,102,1
1976,Graduation,Together,51369.0,2012-10-25,84,297,7,79,0.0,11,126.5,2,8,2,4,8,0,0,0,0,0,0,0,39,30–39,576,1
1946,Graduation,Together,37760.0,2012-08-31,20,84,5,38,120.5,12,28.0,2,4,1,6,7,0,0,0,0,0,0,0,69,60+,317,0
1974,PhD,Together,65640.0,2014-03-01,74,204,7,149,20.0,15,66.0,1,5,1,8,2,0,0,0,0,0,0,0,41,40–49,461,1
1975,Master,Married,44319.0,2014-04-17,18,26,0,8,0.0,0,3.0,2,2,0,3,5,0,0,0,0,0,0,0,40,40–49,37,2
1974,Graduation,Married,30631.0,2013-07-12,75,15,6,20,4.0,5,20.0,1,3,1,2,7,0,0,0,0,0,0,0,41,40–49,70,1
1952,Graduation,Together,75278.0,2013-01-29,17,304,81,230,120.5,74,74.0,1,6,3,13,3,0,0,0,0,0,0,0,63,60+,930,0
1956,Master,Together,50898.0,2013-01-08,88,285,28,242,55.0,81,126.5,13,6,2,12,5,0,0,0,0,0,0,0,59,50–59,859,2
1966,Graduation,Widow,79946.0,2014-05-12,19,395,81,556,120.5,81,28.0,1,5,11,5,3,0,0,0,0,0,0,0,49,40–49,1478,0
1949,Master,Divorced,35416.0,2013-06-13,62,248,3,81,4.0,3,51.0,3,7,1,5,8,0,0,0,0,0,0,0,66,60+,390,0
1984,2n Cycle,Together,32414.0,2013-07-04,11,20,6,5,0.0,9,12.0,1,1,0,3,7,1,0,0,0,0,0,0,31,30–39,52,0
1969,Graduation,Together,38361.0,2013-12-27,74,39,0,56,20.0,8,14.0,3,3,1,3,7,0,0,0,0,0,0,0,46,40–49,137,1
1980,Graduation,Married,82497.0,2012-10-31,32,777,81,556,120.5,21,126.5,1,2,7,9,4,0,0,1,0,0,0,0,35,30–39,1919,0
1971,Graduation,Together,16626.0,2014-01-15,76,8,3,22,21.0,1,13.0,3,3,0,3,9,0,0,0,0,0,0,0,44,40–49,68,2
1965,Graduation,Together,29672.0,2013-03-12,6,9,1,3,0.0,4,8.0,1,0,0,3,6,0,0,0,0,0,0,0,50,50–59,25,2
1952,Master,Together,55951.0,2012-08-23,62,1241,0,80,0.0,13,40.0,3,3,6,11,8,0,1,0,0,1,0,0,63,60+,1374,1
1988,2n Cycle,Divorced,35388.0,2013-03-07,20,6,4,7,4.0,3,8.0,1,1,0,3,7,0,0,0,0,0,0,0,27,<30,32,1
1986,Master,Together,42386.0,2013-01-13,43,65,4,16,0.0,4,11.0,1,3,0,3,8,0,0,0,0,0,0,0,29,<30,100,1
1982,Graduation,Single,68627.0,2013-01-12,45,395,15,263,60.0,54,38.0,1,2,3,6,1,0,0,0,0,0,0,0,33,30–39,825,0
1965,PhD,Divorced,57912.0,2014-03-17,34,801,0,80,0.0,0,35.0,5,8,3,12,5,0,1,0,0,0,0,0,50,50–59,916,1
1958,Graduation,Divorced,35246.0,2014-04-16,53,36,0,12,2.0,2,10.0,4,3,1,3,5,0,0,0,0,0,0,0,57,50–59,62,2
1956,2n Cycle,Together,58821.0,2013-10-12,44,513,14,154,19.0,0,28.0,1,9,2,9,6,0,0,0,0,0,0,0,59,50–59,728,1
1978,PhD,Married,46377.0,2014-03-01,89,37,0,46,4.0,3,0.0,1,2,1,3,4,0,0,0,0,0,0,0,37,30–39,90,1
1988,Graduation,Single,39747.0,2014-04-13,43,80,15,93,20.0,13,52.0,3,5,1,4,8,0,0,0,0,0,0,0,27,<30,273,1
1984,Graduation,Together,23976.0,2013-12-27,68,14,1,21,2.0,3,25.0,3,3,1,3,7,0,0,0,0,0,0,0,31,30–39,66,1
1961,Master,Married,80950.0,2013-03-28,44,525,81,112,120.5,81,63.0,1,6,7,9,2,0,0,0,1,0,0,0,54,50–59,1213,0
1966,Graduation,Widow,27038.0,2012-09-18,64,1,26,25,17.0,23,15.0,1,3,0,3,9,0,0,0,0,0,0,1,49,40–49,107,0
1947,Graduation,Single,77457.0,2014-03-05,85,675,11,400,15.0,45,11.0,1,2,5,10,1,0,0,1,0,0,0,0,68,60+,1157,0
1964,Master,Married,64100.0,2013-09-10,93,509,0,27,0.0,0,10.0,1,8,3,6,7,0,1,0,0,0,0,0,51,50–59,546,1
1992,Master,Together,42670.0,2013-04-27,12,154,2,46,20.0,4,15.0,1,4,2,4,4,0,0,0,0,0,0,0,23,<30,241,0
1976,Graduation,Divorced,12571.0,2014-01-18,86,3,5,14,2.0,12,17.0,4,3,1,3,6,0,0,0,0,0,0,0,39,30–39,53,1
1967,Graduation,Married,22574.0,2013-10-28,28,25,0,8,2.0,0,2.0,2,2,0,3,7,0,0,0,0,0,0,0,48,40–49,37,3
1989,Graduation,Married,51381.5,2013-06-03,69,861,81,461,60.0,30,61.0,1,6,5,12,3,0,1,0,1,0,0,0,26,<30,1611,0
1976,Master,Single,70893.0,2013-02-06,42,768,44,556,77.0,44,14.0,1,6,6,10,3,0,0,0,0,0,0,0,39,30–39,1508,0
1966,Graduation,Married,54198.0,2013-12-17,13,185,0,28,3.0,2,17.0,6,3,1,6,4,0,0,0,0,0,0,0,49,40–49,235,2
1956,Master,Together,28839.0,2014-03-11,86,24,0,7,0.0,0,1.0,2,2,0,3,5,0,0,0,0,0,0,0,59,50–59,32,2
1972,Graduation,Married,40321.0,2013-07-29,59,44,4,21,6.0,0,27.0,2,3,0,3,7,0,0,0,0,0,0,0,43,40–49,102,2
1985,Graduation,Single,66503.0,2012-08-14,30,91,64,128,65.0,3,50.0,2,4,3,6,3,0,0,0,0,0,0,0,30,30–39,401,1
1951,Graduation,Married,30833.0,2013-07-16,33,11,0,7,3.0,1,6.0,2,1,0,3,5,0,0,0,0,0,0,0,64,60+,28,2
1970,Graduation,Single,51381.5,2013-08-23,67,738,20,172,52.0,50,20.0,6,2,3,10,7,0,1,0,1,0,0,0,45,40–49,1052,3
1971,Graduation,Married,64795.0,2013-01-17,23,412,5,119,38.0,29,77.0,3,3,3,12,2,0,0,0,0,0,0,0,44,40–49,680,1
1974,Graduation,Married,34421.0,2013-07-01,81,3,3,7,6.0,2,9.0,1,1,0,2,7,0,0,0,0,0,0,0,41,40–49,30,1
1965,PhD,Divorced,47025.0,2014-02-09,6,16,0,3,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,50,50–59,20,2
1961,PhD,Divorced,64325.0,2013-02-07,41,731,60,353,78.0,12,73.0,5,10,3,5,7,0,0,0,0,0,0,0,54,50–59,1307,1
1953,Graduation,Single,40464.0,2013-01-11,78,424,17,118,7.0,23,41.0,6,8,2,8,8,0,0,0,0,0,0,0,62,60+,630,1
1957,Graduation,Married,62187.0,2013-07-05,49,792,0,275,45.0,45,126.0,1,4,8,5,3,0,0,0,0,0,0,0,58,50–59,1283,0
1976,PhD,Divorced,14849.0,2013-07-02,39,21,2,28,3.0,2,9.0,3,2,0,4,8,0,0,0,0,0,0,0,39,30–39,65,1
1984,Graduation,Married,27255.0,2013-11-07,3,22,1,11,0.0,1,2.0,1,1,0,3,7,0,0,0,0,0,0,0,31,30–39,37,1
1950,PhD,Married,54432.0,2013-05-09,37,33,0,5,0.0,0,0.0,1,1,0,3,4,0,0,0,0,0,0,0,65,60+,38,3
1986,PhD,Single,29999.0,2013-02-13,22,68,7,59,10.0,5,11.0,4,3,1,4,8,0,0,0,0,0,0,0,29,<30,160,1
1983,Graduation,Single,24072.0,2013-04-16,79,9,1,6,3.0,0,4.0,1,1,0,2,8,0,0,0,0,0,0,0,32,30–39,23,1
1989,PhD,Single,33996.0,2013-09-11,46,40,2,15,8.0,0,6.0,1,1,1,3,4,0,0,0,0,0,0,0,26,<30,71,0
1956,PhD,Married,66334.0,2013-04-03,82,909,11,218,0.0,0,23.0,2,9,3,5,5,0,0,0,0,0,0,1,59,50–59,1161,1
1971,Master,Married,35178.0,2013-01-10,10,23,1,13,2.0,2,18.0,1,1,1,2,7,1,0,0,0,0,0,1,44,40–49,59,1
1983,Graduation,Together,22010.0,2013-06-30,51,11,2,9,3.0,0,8.0,2,2,0,3,8,0,0,0,0,0,0,0,32,30–39,33,1
1960,Graduation,Divorced,62204.0,2012-09-12,38,317,46,247,120.5,46,126.5,1,4,5,12,3,0,0,0,0,0,0,0,55,50–59,946,2
1968,Graduation,Divorced,75693.0,2012-12-06,10,797,81,293,72.0,81,30.0,1,11,4,6,4,0,1,1,1,0,0,1,47,40–49,1442,0
1972,Graduation,Married,30675.0,2012-11-12,14,10,2,16,11.0,2,21.0,1,1,0,3,8,0,0,0,0,0,0,0,43,40–49,62,1
1965,Graduation,Together,83003.0,2013-03-03,18,856,61,556,40.0,25,122.0,1,7,6,8,3,0,0,1,0,0,0,1,50,50–59,1674,0
1899,PhD,Together,83532.0,2013-09-26,36,755,81,556,104.0,64,126.5,1,4,6,4,1,0,0,1,0,0,0,0,116,60+,1853,0
1988,Graduation,Single,68655.0,2012-08-10,95,456,19,556,75.0,81,38.0,1,4,5,11,3,0,0,0,0,0,0,0,27,<30,1538,0
1986,Graduation,Divorced,41411.0,2013-12-07,11,37,32,38,11.0,3,18.0,1,2,1,4,6,0,0,0,0,0,0,0,29,<30,139,0
1969,PhD,Married,55212.0,2012-11-23,65,1103,0,45,0.0,0,34.0,3,4,2,11,8,0,1,0,0,1,0,0,46,40–49,1182,1
1950,PhD,Together,59292.0,2013-06-13,71,378,14,68,19.0,14,14.0,2,3,5,8,3,0,0,0,0,0,0,0,65,60+,507,1
1973,Basic,Together,27190.0,2013-08-15,13,1,6,7,0.0,1,3.0,1,1,0,2,8,1,0,0,0,0,0,1,42,40–49,18,1
1952,Graduation,Divorced,82623.0,2013-11-10,58,204,34,204,120.5,81,126.5,1,2,9,4,1,0,0,0,0,0,0,0,63,60+,940,0
1965,Graduation,Married,44300.0,2013-06-23,65,30,0,9,0.0,0,3.0,2,1,0,3,6,0,0,0,0,0,0,0,50,50–59,42,2
1970,Graduation,Divorced,84835.0,2014-06-16,0,189,81,379,111.0,81,126.5,1,4,4,6,1,0,0,0,0,0,0,1,45,40–49,1190,0
1971,Graduation,Widow,30372.0,2012-12-25,33,15,0,12,7.0,3,7.0,3,2,0,3,7,0,0,0,0,0,0,0,44,40–49,44,2
1976,Master,Married,33181.0,2014-01-03,90,9,0,3,0.0,0,4.0,1,1,0,2,6,1,0,0,0,0,0,0,39,30–39,16,1
1957,Graduation,Married,71113.0,2013-12-17,95,495,33,255,11.0,33,8.0,4,6,7,9,4,0,0,0,0,0,0,0,58,50–59,835,1
1986,Graduation,Married,71952.0,2013-01-10,93,656,80,455,52.0,81,93.0,2,8,4,8,4,1,0,1,0,0,0,0,29,<30,1443,1
1966,PhD,Single,69759.0,2013-10-28,38,452,20,514,13.0,30,0.0,3,4,6,5,3,0,0,0,0,0,0,1,49,40–49,1029,0
1974,Graduation,Married,72099.0,2012-10-27,18,546,81,410,119.0,0,22.0,1,3,4,10,1,0,0,0,0,0,0,0,41,40–49,1188,0
1976,PhD,Single,60000.0,2012-12-22,57,1048,0,217,0.0,0,12.0,5,11,3,5,6,0,0,0,0,0,0,0,39,30–39,1277,1
1978,Graduation,Single,38643.0,2013-11-29,45,22,2,14,0.0,1,10.0,2,2,0,3,7,0,0,0,0,0,1,0,37,30–39,49,2
1955,Graduation,Married,50737.0,2013-05-11,61,78,0,11,0.0,0,10.0,1,2,0,4,6,0,1,0,0,0,0,0,60,60+,99,1
1969,PhD,Married,68462.0,2012-12-12,6,561,64,556,84.0,81,48.0,1,3,3,8,1,0,0,0,0,0,0,0,46,40–49,1670,0
1943,Master,Married,65073.0,2013-08-20,65,629,17,177,69.0,0,8.0,1,5,3,5,2,0,0,0,0,0,1,0,72,60+,900,0
1948,PhD,Together,46681.0,2013-10-08,52,269,15,69,15.0,19,38.0,2,4,6,4,5,0,0,0,0,0,0,0,67,60+,425,2
1957,Graduation,Married,78618.0,2012-09-28,87,736,81,556,120.5,81,61.0,1,4,7,10,2,0,1,0,0,0,0,0,58,50–59,2153,0
1969,PhD,Widow,62187.0,2014-03-22,38,512,0,83,0.0,0,41.0,3,6,2,10,4,0,0,0,0,0,0,0,46,40–49,636,1
1978,Graduation,Married,28442.0,2014-02-24,53,19,3,10,11.0,8,6.0,3,2,1,4,4,0,0,0,0,0,0,0,37,30–39,57,2
1978,PhD,Married,37717.0,2012-11-23,31,9,0,6,4.0,1,5.0,1,1,0,2,9,0,0,0,0,0,0,0,37,30–39,25,1
1967,Graduation,Married,51479.0,2012-12-28,67,247,8,160,6.0,8,65.0,7,6,3,6,7,0,0,0,0,0,0,0,48,40–49,494,2
1969,Graduation,Single,54803.0,2012-08-21,65,404,0,92,28.0,27,126.5,2,6,2,9,4,0,0,0,0,0,0,0,46,40–49,693,1
